@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric

@data
284,'2018/09/29 17:09:05:123',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
285,'2018/09/29 17:09:05:173',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
286,'2018/09/29 17:09:05:223',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
287,'2018/09/29 17:09:05:273',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
288,'2018/09/29 17:09:05:323',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
289,'2018/09/29 17:09:05:373',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
290,'2018/09/29 17:09:05:424',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
291,'2018/09/29 17:09:05:473',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
292,'2018/09/29 17:09:05:522',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
293,'2018/09/29 17:09:05:573',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
294,'2018/09/29 17:09:05:624',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
295,'2018/09/29 17:09:05:673',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
296,'2018/09/29 17:09:05:723',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
297,'2018/09/29 17:09:05:773',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
298,'2018/09/29 17:09:05:823',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
299,'2018/09/29 17:09:05:873',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
300,'2018/09/29 17:09:05:923',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
301,'2018/09/29 17:09:05:973',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
302,'2018/09/29 17:09:06:023',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
303,'2018/09/29 17:09:06:072',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
304,'2018/09/29 17:09:06:123',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
305,'2018/09/29 17:09:06:173',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
306,'2018/09/29 17:09:06:224',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
307,'2018/09/29 17:09:06:273',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
308,'2018/09/29 17:09:06:323',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
309,'2018/09/29 17:09:06:372',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
310,'2018/09/29 17:09:06:423',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
311,'2018/09/29 17:09:06:473',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
312,'2018/09/29 17:09:06:524',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
313,'2018/09/29 17:09:06:572',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
314,'2018/09/29 17:09:06:623',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
315,'2018/09/29 17:09:06:672',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
